"","Date","Vendite_1","Scontrini_1","Vendite_2","Scontrini_2","Vendite_3","Scontrini_3","Vendite_4","Scontrini_4","Vendite_5","Scontrini_5","Vendite_6","Scontrini_6","week_day"
"503",2018-05-18,5658.23,682,10475.37,1105,0,0,3082.33,707,7449.95,962,6959.53,953,"Friday"
"504",2018-05-19,9905.5,1232,13102.56,1293,0,0,3734.85,774,9397,1119,5922.75,791,"Saturday"
"505",2018-05-20,7487.55,859,10544.06,1018,0,0,2765.93,567,7605.33,876,4811.34,594,"Sunday"
"506",2018-05-21,3296.59,463,7038.16,716,0,0,2610,675,4728.93,677,4325.44,661,"Monday"
"507",2018-05-22,3974.77,533,7052.63,727,0,0,2831.11,667,5567.74,779,4760.54,730,"Tuesday"
"508",2018-05-23,3806.69,540,7396.36,758,0,0,2585.18,702,5149.58,787,4629.03,761,"Wednesday"
"509",2018-05-24,3807.01,497,7361.92,769,0,0,2611.28,673,5700.65,830,4518.62,755,"Thursday"
"510",2018-05-25,5972.49,797,9781.95,1043,0,0,3555.65,841,7727.77,1054,6701.16,1032,"Friday"
"511",2018-05-26,8199.99,1016,11614.07,1250,0,0,3681.59,871,8369.03,1116,6072.33,916,"Saturday"
"512",2018-05-27,8025.91,954,9294.83,896,0,0,2751.33,593,7763.68,1018,5087.82,716,"Sunday"
"513",2018-05-28,3761.81,499,6338.13,689,0,0,2642.11,644,5358.2,722,4562.87,660,"Monday"
"514",2018-05-29,3754.89,488,6699.76,705,0,0,2858.74,690,4958.33,747,5075.12,728,"Tuesday"
"515",2018-05-30,3815.23,494,7240.02,787,0,0,2748.93,675,6023.16,728,4567.69,676,"Wednesday"
"516",2018-05-31,0,0,7920.16,803,0,0,3175.34,740,5684.56,779,5385.4,753,"Thursday"
"517",2018-06-01,10729.37,1325,11901.65,1285,0,0,3747.94,810,6954.63,929,6282.86,882,"Friday"
"518",2018-06-02,9036.52,1131,12432.68,1201,0,0,3522.85,717,7505.85,1002,5796.07,760,"Saturday"
"519",2018-06-03,7058.94,829,9215.64,869,0,0,2833.35,556,6749.73,855,5566.05,668,"Sunday"
"520",2018-06-04,4108.58,516,6287.04,698,0,0,3087.92,683,4840.89,711,4004.94,542,"Monday"
"521",2018-06-05,3346.7,457,6260.16,688,0,0,3024.39,718,0,0,4284.68,656,"Tuesday"
"522",2018-06-06,3405.19,432,6598.55,740,0,0,2575.59,631,10143.17,1460,4599.36,688,"Wednesday"
"523",2018-06-07,4114.45,544,8592.38,903,0,0,4171.08,849,5035.3,711,4717.53,721,"Thursday"
"524",2018-06-08,7004.99,860,10593.66,1181,0,0,3250.61,658,8921.55,1147,7447.22,1043,"Friday"
"525",2018-06-09,7829.97,946,11517.24,1163,0,0,3147.9,699,8094.94,1124,5708.14,763,"Saturday"
"526",2018-06-10,7273.18,887,7411,761,0,0,2621.66,559,7292.13,930,4164.35,550,"Sunday"
"527",2018-06-11,4138.71,527,6654.18,760,0,0,2801.03,626,5032.84,716,4359.5,626,"Monday"
"528",2018-06-12,4062.12,511,8107.47,884,0,0,2779.41,620,5884.07,836,3868.37,580,"Tuesday"
"529",2018-06-13,4654.48,596,7690.69,795,0,0,3155.71,669,5697.78,761,4927.85,703,"Wednesday"
"530",2018-06-14,4392.02,554,8371.27,843,0,0,3011.07,634,5196.29,731,4028.79,629,"Thursday"
"531",2018-06-15,5349.58,687,9986.32,1084,0,0,3637.67,837,6761.84,927,5698.57,743,"Friday"
"532",2018-06-16,7819.33,947,11533.12,1204,0,0,4243.81,855,8712.83,1069,5300.75,732,"Saturday"
"533",2018-06-17,6743.87,793,8435.72,873,0,0,2832.46,633,7009.12,953,4233.21,545,"Sunday"
"534",2018-06-18,3439.43,439,6908.36,767,0,0,3145.06,697,4961.27,682,3613.5,556,"Monday"
"535",2018-06-19,3131.83,442,7164.19,802,0,0,3022.14,705,5179.99,729,3139.98,476,"Tuesday"
"536",2018-06-20,3799.76,500,6972.56,799,0,0,3096.09,751,5861.69,810,4168.71,609,"Wednesday"
"537",2018-06-21,4215.12,539,8048.22,876,0,0,3037.16,710,5549.78,778,4081.65,612,"Thursday"
"538",2018-06-22,5180.82,644,9778.28,1049,0,0,3546.22,730,7159.94,961,5197.18,711,"Friday"
"539",2018-06-23,9287.19,1124,10264.22,1016,0,0,4008.58,865,8819.74,1039,5380.35,688,"Saturday"
"540",2018-06-24,6571.2,824,8558.71,861,0,0,3057.92,653,8180.95,972,5104.04,654,"Sunday"
"541",2018-06-25,4024.82,549,7019.29,805,0,0,2942.37,657,6009.84,819,4160.08,645,"Monday"
"542",2018-06-26,3907.01,525,6284.99,679,0,0,2589.41,662,5034.94,714,3426.57,502,"Tuesday"
"543",2018-06-27,3625.5,500,6728.89,758,0,0,2975.05,698,6006.19,804,4119.6,582,"Wednesday"
"544",2018-06-28,4487.91,557,7085.59,782,0,0,2695.93,668,6433.31,847,3861.21,527,"Thursday"
"545",2018-06-29,5597.42,709,9937.34,1097,0,0,3274.78,781,6546.78,889,4830.31,628,"Friday"
"546",2018-06-30,7202,909,10075.43,1077,0,0,3830.8,831,7335.07,936,4693.08,695,"Saturday"
"547",2018-07-01,7659.28,969,9776.62,1055,0,0,3092.13,678,7951.11,1091,5166.25,817,"Sunday"
"548",2018-07-02,4137.55,537,6628.33,754,0,0,2912.4,703,5128.83,753,4011.75,603,"Monday"
"549",2018-07-03,4335.33,589,7144.74,806,0,0,3121.99,762,5313.74,746,3834.58,628,"Tuesday"
"550",2018-07-04,4672.64,607,7157.85,763,0,0,2822.65,639,5059.75,720,3260.91,471,"Wednesday"
"551",2018-07-05,4720.18,593,7830.54,883,0,0,2646.74,659,5019.54,720,3831.59,554,"Thursday"
"552",2018-07-06,5913.59,809,9443.8,1067,0,0,3374.95,791,6971.02,984,5574.49,792,"Friday"
"553",2018-07-07,7888.91,987,10325.24,1054,0,0,3623.97,854,8868.09,1069,4836.06,686,"Saturday"
"554",2018-07-08,8202.48,1019,8871.09,891,0,0,2919.13,638,6638.16,879,4717.99,599,"Sunday"
"555",2018-07-09,4553.53,608,6646.93,701,0,0,3108.44,747,5305.42,742,3409.07,499,"Monday"
"556",2018-07-10,4990.24,649,6914.47,788,0,0,3125.67,712,5737.56,748,3856.69,547,"Tuesday"
"557",2018-07-11,5245.65,712,7358.63,842,0,0,3501.18,741,6130.86,886,4085.86,629,"Wednesday"
"558",2018-07-12,4679.48,639,8433.12,949,0,0,2794.35,678,5394.48,802,4012.67,656,"Thursday"
"559",2018-07-13,6378.93,827,9235.37,1073,0,0,4023,861,6526.38,868,4931.15,679,"Friday"
"560",2018-07-14,9140.68,1166,10806.74,1137,0,0,3908.19,830,7933.46,1042,5983.83,818,"Saturday"
"561",2018-07-15,7287.1,863,9539.59,898,0,0,2893.98,609,7256.95,870,4483.53,604,"Sunday"
"562",2018-07-16,5133.67,631,7401.1,780,0,0,3154.61,654,5716.26,746,3718.67,549,"Monday"
"563",2018-07-17,4946.06,599,7383.61,814,0,0,3072.81,711,5032.08,704,3294.82,542,"Tuesday"
"564",2018-07-18,4009.24,556,6757.07,771,0,0,2807.72,679,5876.78,787,3884.79,598,"Wednesday"
"565",2018-07-19,4200.32,548,7608.32,827,0,0,3027.11,737,5269.62,752,4203.65,613,"Thursday"
"566",2018-07-20,5537.91,726,10515.21,1172,0,0,3475.8,785,7863.53,1017,4913.41,730,"Friday"
"567",2018-07-21,11343.91,1461,11734.67,1278,0,0,4131.83,851,8747.9,1124,5687.36,822,"Saturday"
"568",2018-07-22,8685.53,1056,9320.23,919,0,0,3162.26,639,7399.81,995,4725.62,673,"Sunday"
"569",2018-07-23,4615.17,580,6449.97,730,0,0,3215.77,728,5705.81,815,3861.63,589,"Monday"
"570",2018-07-24,4350.13,561,6811.63,757,0,0,3036.29,693,5182.47,759,3620.44,521,"Tuesday"
"571",2018-07-25,4307.4,576,6825.95,776,0,0,2895.91,709,5058.43,724,3404.41,520,"Wednesday"
"572",2018-07-26,4242.76,553,6865.85,797,0,0,2499.75,634,5543.82,778,3983.8,605,"Thursday"
"573",2018-07-27,6459.35,923,9497.98,1092,0,0,3389.31,792,7484.01,998,5624.97,864,"Friday"
"574",2018-07-28,7549.82,965,10363.22,1085,0,0,3545.15,754,8156.71,1049,5508.78,767,"Saturday"
"575",2018-07-29,8056.25,937,9571.04,949,0,0,3216.27,684,7395.16,958,4880.64,637,"Sunday"
"576",2018-07-30,3869.76,535,6066.58,698,0,0,2870.31,718,5481.46,813,2936.58,492,"Monday"
"577",2018-07-31,4128.9,602,6900.25,803,0,0,2944.94,661,5851.21,779,3609.86,585,"Tuesday"
"578",2018-08-01,4355.98,575,7621.03,804,0,0,2841.54,678,6227.72,760,3840.62,545,"Wednesday"
"579",2018-08-02,4546.3,584,7379.76,795,0,0,2421.68,602,5578.29,783,3863.15,537,"Thursday"
"580",2018-08-03,5977,716,9197.11,984,0,0,3270.59,725,6691.65,893,4605.56,632,"Friday"
"581",2018-08-04,8061.68,1015,10457.33,1052,0,0,3608.12,847,7685,972,4953.67,707,"Saturday"
"582",2018-08-05,6939.15,852,8728.24,837,0,0,2696.51,619,7239.87,899,4570.04,565,"Sunday"
"583",2018-08-06,4711.24,616,6473.71,711,0,0,2634.29,655,4526.32,663,3820.5,523,"Monday"
"584",2018-08-07,4740.63,625,7053.9,761,0,0,2293.81,582,5084.73,724,4015.85,548,"Tuesday"
"585",2018-08-08,3981.68,516,6599.45,671,0,0,2777.92,609,5721.02,773,3435.86,523,"Wednesday"
"586",2018-08-09,5311.68,638,7546.65,761,0,0,2660.23,593,6121.8,801,3523.84,494,"Thursday"
"587",2018-08-10,6298.34,748,9893.75,1039,0,0,3277.43,689,6827.56,908,4462.9,600,"Friday"
"588",2018-08-11,8544.57,1012,10064.88,1049,0,0,3489.31,776,7754.39,993,4365.7,613,"Saturday"
"589",2018-08-12,8092.78,934,8332.46,816,0,0,2855.75,606,6654.39,852,3668.64,470,"Sunday"
"590",2018-08-13,6670.36,734,7956.19,799,0,0,3396.47,696,6372.77,803,3992.16,587,"Monday"
"591",2018-08-14,6099.26,716,7230.85,721,0,0,3441.08,720,6224.98,777,3517.05,521,"Tuesday"
"592",2018-08-15,2542.66,322,7203.4,661,0,0,0,0,5941.43,694,2637.22,334,"Wednesday"
"593",2018-08-16,4979.3,632,6992.57,714,0,0,3371.4,724,5359.36,710,4290.57,592,"Thursday"
"594",2018-08-17,5998.54,737,8858.12,932,0,0,3403.76,734,6370.79,828,4198.68,636,"Friday"
"595",2018-08-18,7250.32,937,9109.16,961,0,0,3612.9,796,6689.24,900,4681.07,616,"Saturday"
"596",2018-08-19,7222.89,859,7857.98,800,0,0,3187.71,714,6479.42,786,4118.79,547,"Sunday"
"597",2018-08-20,5116.13,621,7220.64,769,0,0,3088.77,698,5806.17,763,3257.6,503,"Monday"
"598",2018-08-21,4663.94,595,7486.58,804,0,0,3324.57,762,5418.83,720,3370.3,468,"Tuesday"
"599",2018-08-22,5355.47,634,7833.89,815,0,0,3039.2,701,5418.68,763,3075.96,483,"Wednesday"
"600",2018-08-23,5142.18,603,7270.7,785,0,0,2916.98,657,5415.71,746,3943.13,585,"Thursday"
"601",2018-08-24,6453.35,743,9881.04,1049,0,0,3189.41,688,6647.05,886,4965.31,694,"Friday"
"602",2018-08-25,10030.98,1184,11598.23,1168,0,0,3483.69,779,7971.18,982,5487.78,696,"Saturday"
"603",2018-08-26,7157.78,827,9545.82,935,0,0,2985.72,616,6576.88,848,4919.19,665,"Sunday"
"604",2018-08-27,4904.61,615,6877.7,782,0,0,2821.46,661,5403.82,745,4381.7,637,"Monday"
"605",2018-08-28,4774.85,608,6715.46,753,0,0,2905.25,657,5892.84,817,4276.55,656,"Tuesday"
"606",2018-08-29,5259.39,642,7390.28,779,0,0,2621.86,610,5757.76,754,4726.73,699,"Wednesday"
"607",2018-08-30,5286.18,637,8760.02,861,0,0,3155.94,664,5618.77,800,4568.93,692,"Thursday"
"608",2018-08-31,7047.42,822,10987.47,1122,0,0,3205.59,646,8047.62,979,5267,783,"Friday"
"609",2018-09-01,11002.76,1288,12913.53,1246,0,0,3731.24,815,10249.33,1171,6017.38,786,"Saturday"
"610",2018-09-02,9468.3,1076,10732.56,979,0,0,3250.56,615,8194.38,984,5042.8,674,"Sunday"
"611",2018-09-03,5438.3,663,7936.88,788,0,0,3422.08,734,5960.49,820,5224.28,715,"Monday"
"612",2018-09-04,5511.67,654,7982.76,797,0,0,3439.59,764,5579.48,748,4395.17,652,"Tuesday"
"613",2018-09-05,5161.12,640,7391.43,764,0,0,3434.09,750,5648.39,769,5445.16,840,"Wednesday"
"614",2018-09-06,5544.57,662,8241.01,832,0,0,3487.31,747,5908.62,754,3096.04,445,"Thursday"
"615",2018-09-07,7398.81,906,9229.23,977,0,0,3322.33,719,7735.56,912,5563.57,796,"Friday"
"616",2018-09-08,9459.82,1109,11962.2,1194,0,0,3427.11,803,9375.13,1076,6232.13,832,"Saturday"
"617",2018-09-09,7289.2,888,9301.25,868,0,0,3061.86,657,8146.4,932,5188.42,672,"Sunday"
"618",2018-09-10,5406.64,635,8451.21,864,0,0,3238.02,746,6523.24,795,6303.84,933,"Monday"
"619",2018-09-11,4857.34,601,8348.98,867,0,0,3780.97,797,6448.96,817,5266.49,782,"Tuesday"
"620",2018-09-12,5384.57,625,8123.67,862,0,0,3575.93,793,6192.53,823,7188.44,974,"Wednesday"
"621",2018-09-13,4490.4,581,8760.26,904,0,0,4038.9,860,5558.47,788,5437.75,762,"Thursday"
"622",2018-09-14,6601.11,817,11522.89,1176,0,0,4492.6,874,7657.88,946,6661.43,981,"Friday"
"623",2018-09-15,10498.32,1329,13086.94,1238,0,0,4137.26,849,9301.28,1067,7105.74,961,"Saturday"
"624",2018-09-16,7651.89,843,10660.24,986,0,0,3726.79,702,7524.42,955,5192.62,693,"Sunday"
"625",2018-09-17,3997.83,527,9117.12,882,0,0,3950.52,857,5551.06,734,4644.04,683,"Monday"
"626",2018-09-18,4382.14,573,7492.5,780,0,0,3502.09,769,5186.36,686,4720.46,718,"Tuesday"
"627",2018-09-19,4545.87,556,7316.63,770,0,0,3729.13,824,5318.45,706,5398,770,"Wednesday"
"628",2018-09-20,5310.17,722,8377.78,966,0,0,3961.35,902,6155.96,939,6492.19,1092,"Thursday"
"629",2018-09-21,6338.36,788,10458.84,1091,0,0,4359.62,933,8290.86,1085,5897.79,921,"Friday"
"630",2018-09-22,9718.48,1188,13035.2,1233,0,0,4489.64,882,9724.23,1150,6708.36,932,"Saturday"
"631",2018-09-23,9163.32,1019,10823.31,1040,0,0,3513.62,694,7496.95,941,4540.09,615,"Sunday"
"632",2018-09-24,3134.57,465,6564.27,714,0,0,3373.69,843,5419.22,763,3703.1,648,"Monday"
"633",2018-09-25,3856.37,504,6712.79,718,0,0,3488.64,895,4865.09,772,4084.09,747,"Tuesday"
"634",2018-09-26,3291.79,473,7856.72,856,0,0,3302.96,859,5361.86,758,4272.54,747,"Wednesday"
"635",2018-09-27,3447.94,497,7428.48,793,0,0,3181.28,865,5248.81,808,4497.67,753,"Thursday"
"636",2018-09-28,6218.81,843,10824.43,1130,0,0,4365.44,1019,7905.24,1098,6385.41,1006,"Friday"
"637",2018-09-29,10134.52,1243,13507.11,1334,0,0,4398.09,973,9721.73,1278,5877.9,930,"Saturday"
"638",2018-09-30,7433.45,934,10151.15,951,0,0,3531,817,8011.04,967,4715.34,732,"Sunday"
"639",2018-10-01,3411.98,449,6670.9,688,0,0,3319.16,771,5247.63,720,3464,557,"Monday"
"640",2018-10-02,3655.42,490,6963.89,717,0,0,3464.91,834,4669.78,686,3989.86,621,"Tuesday"
"641",2018-10-03,3232.97,457,7694.18,756,0,0,3483.3,831,5520.68,738,3666.39,621,"Wednesday"
"642",2018-10-04,3292.07,433,7702,800,0,0,3438.99,773,5418.77,725,4243.78,657,"Thursday"
"643",2018-10-05,6061.26,780,10869.65,1132,0,0,4114.17,862,7901.84,1010,5994.44,873,"Friday"
"644",2018-10-06,10301.24,1264,12973.32,1261,0,0,4086.48,896,9362.28,1116,7225.68,944,"Saturday"
"645",2018-10-07,7958.09,911,10376.25,965,0,0,3217.86,629,7491.95,876,4199.4,581,"Sunday"
"646",2018-10-08,3117.16,420,6780.94,723,0,0,3269.22,776,4748.04,689,4572.82,654,"Monday"
"647",2018-10-09,2833.49,411,7008.58,746,0,0,3174.18,775,4722.86,645,3777.6,580,"Tuesday"
"648",2018-10-10,3772.73,485,7651.16,772,0,0,3145.36,736,5077.2,696,4082.9,580,"Wednesday"
"649",2018-10-11,3923.09,486,7565.01,770,0,0,3429.72,783,6036.18,792,3761.98,543,"Thursday"
"650",2018-10-12,6234.45,781,11781.05,1187,0,0,4711.34,953,7575.53,1001,6296.04,865,"Friday"
"651",2018-10-13,10064.4,1234,14860.22,1354,0,0,4287.04,920,10093.46,1211,6296.61,866,"Saturday"
"652",2018-10-14,7996.11,921,11135.41,951,0,0,3328.94,650,8025.68,930,4529.39,569,"Sunday"
"653",2018-10-15,3396.36,442,6960.93,720,0,0,3626.73,837,5052.43,674,3516.4,535,"Monday"
"654",2018-10-16,2963.91,407,6908.9,736,0,0,3210.72,743,5135.51,715,3872.83,598,"Tuesday"
"655",2018-10-17,3251.35,474,7916.16,806,0,0,3434.29,800,4983.81,687,4032.31,571,"Wednesday"
"656",2018-10-18,3147.53,434,7520.89,770,0,0,3283.02,758,5744.68,750,4505.06,654,"Thursday"
"657",2018-10-19,6219.74,779,11291.22,1169,0,0,3845.86,814,7879.87,991,6194.72,899,"Friday"
"658",2018-10-20,10432.02,1306,14240.79,1363,0,0,4516.62,889,10203.17,1221,6222.76,858,"Saturday"
"659",2018-10-21,7378.48,896,11308.14,993,0,0,3612.65,671,7338.6,859,4108.06,542,"Sunday"
"660",2018-10-22,3391.27,430,6742.11,718,0,0,3131.22,750,5034.32,679,3240.86,508,"Monday"
"661",2018-10-23,2852.93,417,7220.01,778,0,0,3005.2,737,5589.16,706,3663.6,526,"Tuesday"
"662",2018-10-24,3546.94,471,7642.56,761,0,0,3486.45,782,5156.66,724,5430.23,771,"Wednesday"
"663",2018-10-25,3248.19,434,7280.46,734,0,0,3055.04,693,5757.41,771,4228.92,645,"Thursday"
"664",2018-10-26,5543.23,663,10884.97,1132,0,0,3514.29,765,7399.83,973,6502.81,935,"Friday"
"665",2018-10-27,10044.22,1247,12955.02,1262,0,0,3509.42,752,9355.44,1129,5840,773,"Saturday"
"666",2018-10-28,8827.94,1106,9778.03,906,0,0,2966.44,596,8109.04,941,5162.31,636,"Sunday"
"667",2018-10-29,2474.46,345,6222.72,634,0,0,2783.65,704,4704.98,617,3403.63,497,"Monday"
"668",2018-10-30,3519.6,453,6940.54,708,0,0,3217.95,757,5413.47,694,3997.65,596,"Tuesday"
"669",2018-10-31,8325.16,1010,11661.93,1121,0,0,4390.58,894,9113.04,1168,7010.02,867,"Wednesday"
"670",2018-11-01,8597.04,960,11547.96,1050,0,0,3162.62,623,7121.61,819,5136.32,668,"Thursday"
"671",2018-11-02,7391.63,870,10878.37,1103,0,0,3509.92,690,8444.39,1027,5114.1,731,"Friday"
"672",2018-11-03,11154.13,1381,12737.22,1246,0,0,3418.92,787,9078.65,1065,5540.8,769,"Saturday"
"673",2018-11-04,8588.4,983,10458.15,954,0,0,3756.85,711,6885.34,837,4823.57,646,"Sunday"
"674",2018-11-05,2919.74,387,6398.51,643,0,0,3310.43,801,4479.41,596,3478.62,555,"Monday"
"675",2018-11-06,3031.32,383,7243.64,720,0,0,2749.75,691,5016.66,625,3780.49,540,"Tuesday"
"676",2018-11-07,3550.98,423,7197.38,742,0,0,3144.55,748,4784.96,625,4831.68,640,"Wednesday"
"677",2018-11-08,3832.06,428,8407.87,837,0,0,3184.16,750,5016.67,672,4008.77,574,"Thursday"
"678",2018-11-09,5362.56,669,10938.59,1114,0,0,3894.77,835,8207,1066,6627.14,880,"Friday"
"679",2018-11-10,10044.85,1171,15111.1,1432,0,0,4355.28,894,9748.23,1189,5995.99,761,"Saturday"
"680",2018-11-11,8163.7,903,11041.85,1011,0,0,3327.84,630,7850.01,908,4421.3,575,"Sunday"
"681",2018-11-12,3080.62,394,7136.66,737,0,0,3180.23,722,4618.05,620,3772.09,571,"Monday"
"682",2018-11-13,3043.98,425,8370.48,835,0,0,3049.25,730,4954.09,667,4472.7,610,"Tuesday"
"683",2018-11-14,3639.15,495,7753.39,816,0,0,3208.15,742,5428.99,699,4892.31,687,"Wednesday"
"684",2018-11-15,3651.08,467,7687.32,785,0,0,3364.4,762,5759.05,715,4547.56,605,"Thursday"
"685",2018-11-16,6702.27,775,12099.34,1170,0,0,4700.06,957,8636.85,1011,6186.38,812,"Friday"
"686",2018-11-17,10644.21,1239,14375.39,1336,0,0,4462.44,920,10195.55,1176,7034.47,881,"Saturday"
"687",2018-11-18,9039.46,1005,11318.14,927,0,0,3865.39,663,7749.97,915,4456.95,555,"Sunday"
"688",2018-11-19,3082.87,425,6658.21,710,0,0,3146.55,868,4947.46,695,3458.53,553,"Monday"
"689",2018-11-20,3705.85,470,7610.56,767,0,0,3382.93,838,5469.94,741,4111.63,649,"Tuesday"
"690",2018-11-21,3713.99,513,7463.91,789,0,0,3741.16,904,5270.2,754,4258.05,702,"Wednesday"
"691",2018-11-22,3508.52,527,8064.71,827,0,0,4234.96,903,5942.73,821,5155.7,771,"Thursday"
"692",2018-11-23,7524.35,911,11712.96,1122,0,0,4473.83,983,8271.15,1061,6570.24,1006,"Friday"
"693",2018-11-24,11177.21,1402,14672.09,1376,0,0,4820.43,1058,10787.78,1282,6660.53,949,"Saturday"
"694",2018-11-25,9374.52,1080,11955.63,1044,0,0,3683.7,760,8287.46,984,5047.97,710,"Sunday"
"695",2018-11-26,3393.42,457,6498.46,635,0,0,3088.89,766,4344.48,610,3383.53,515,"Monday"
"696",2018-11-27,3183.71,422,7189.03,735,0,0,3098.63,749,5280.05,689,3384.97,535,"Tuesday"
"697",2018-11-28,3373.34,447,7725.16,758,0,0,3319.85,736,5920.38,726,3698.44,543,"Wednesday"
"698",2018-11-29,3530.83,442,7723.26,749,0,0,3462.85,784,5389.67,670,4461.74,654,"Thursday"
"699",2018-11-30,6109.88,750,11404.3,1158,0,0,3717.47,838,8482.82,1018,7093.92,974,"Friday"
"700",2018-12-01,12529.94,1616,15380.97,1538,0,0,4844.5,1024,10629.48,1303,7595.52,1138,"Saturday"
"701",2018-12-02,9514.84,1013,11316.75,984,0,0,3380.45,676,8209.62,934,4731.79,614,"Sunday"
"702",2018-12-03,3899.27,516,6734.97,729,0,0,3648.86,811,4628.74,626,4495.85,663,"Monday"
"703",2018-12-04,3560.82,463,7323.5,821,0,0,3153.29,791,5141.42,697,4435.28,688,"Tuesday"
"704",2018-12-05,4103.14,510,8513.56,858,0,0,3695.82,765,5820.13,772,5226.47,725,"Wednesday"
"705",2018-12-06,3902.9,567,9189.58,1020,0,0,3217.7,805,5596.38,755,4806.33,803,"Thursday"
"706",2018-12-07,6677.34,829,12131.85,1240,0,0,4609.79,985,7660.53,995,7099.96,1061,"Friday"
"707",2018-12-08,11847.25,1452,13966.91,1295,0,0,4221.52,820,8679.64,1072,5594.53,795,"Saturday"
"708",2018-12-09,8899.4,1016,11427.02,993,0,0,3606.39,615,7645.81,813,4919.64,640,"Sunday"
"709",2018-12-10,3890.35,518,8079.91,852,0,0,3656.76,845,4121.21,559,4503.67,731,"Monday"
"710",2018-12-11,4457.44,528,7321.74,756,0,0,3465.42,780,5580.49,697,5112.14,687,"Tuesday"
"711",2018-12-12,4874.53,613,7900.31,833,0,0,3889.22,899,5609.5,737,5517.41,891,"Wednesday"
"712",2018-12-13,4259.87,514,8274.9,831,0,0,3301.26,786,5053.22,688,4691.45,690,"Thursday"
"713",2018-12-14,6461.89,788,11087.08,1152,0,0,4420.14,956,8573.13,1068,6842.31,959,"Friday"
"714",2018-12-15,12826.12,1475,15209.22,1381,0,0,5114.92,980,9225.53,1101,7745.06,954,"Saturday"
"715",2018-12-16,9954.35,1081,10845.6,927,0,0,3480.74,648,8210.84,941,4638.41,591,"Sunday"
"716",2018-12-17,4377.52,578,7788.77,784,0,0,5276.66,1019,5101.97,651,4848.45,718,"Monday"
"717",2018-12-18,4803,594,7920.47,828,0,0,5465.28,1051,6009.27,785,6245.72,866,"Tuesday"
"718",2018-12-19,4539.7,605,8565.58,871,0,0,3430.06,761,6036.6,742,4697.96,686,"Wednesday"
"719",2018-12-20,6010.2,782,9778.73,1001,0,0,3876.46,912,7356.02,945,6424.07,968,"Thursday"
"720",2018-12-21,8736.71,1063,11934.31,1176,0,0,5759.82,1060,8919.16,1073,8466.1,1090,"Friday"
"721",2018-12-22,12007.32,1399,14937.71,1352,0,0,5425.33,1016,9407.11,1045,7409.99,952,"Saturday"
"722",2018-12-23,12037.93,1312,10749.87,960,0,0,3747.02,625,7624.4,856,6209.39,729,"Sunday"
"723",2018-12-24,4571.88,565,3747.22,304,0,0,3936.66,762,3047.64,367,1675.25,210,"Monday"
"724",2018-12-25,1983.34,257,5063.97,493,0,0,0,0,2780.85,327,2014.21,263,"Tuesday"
"725",2018-12-26,8159.14,971,10081.51,908,0,0,0,0,6282.93,754,4111.28,543,"Wednesday"
"726",2018-12-27,6821.68,843,9555.8,876,0,0,3729.91,719,5684.51,757,4108.06,559,"Thursday"
"727",2018-12-28,8487.68,997,12021.25,1142,0,0,4055.03,749,7709.31,905,5470.42,742,"Friday"
"728",2018-12-29,11384.39,1337,13131.26,1186,0,0,4528.19,837,8746.81,1057,5556.53,714,"Saturday"
"729",2018-12-30,9859.58,1101,11135.89,955,0,0,3702.87,653,7127.97,780,4752.64,558,"Sunday"
"730",2018-12-31,2832.3,339,3878.31,326,0,0,2671.77,548,2751.94,356,1274.51,177,"Monday"
"731",2019-01-01,6750.05,734,14396.22,1148,0,0,0,0,7889.26,730,5453.05,614,"Tuesday"
"732",2019-01-02,6737.33,767,9332.93,829,0,0,4039.51,758,6070.06,752,3980.16,561,"Wednesday"
"733",2019-01-03,7012.8,796,9859.58,914,0,0,2733.93,638,6108.03,781,4267.35,572,"Thursday"
"734",2019-01-04,7449.76,877,11900.83,1105,0,0,3441.45,680,7658.83,925,5556.95,777,"Friday"
"735",2019-01-05,13160.83,1505,15039.21,1321,0,0,4081.42,811,8898.61,1058,6012.48,760,"Saturday"
"736",2019-01-06,9310.02,1041,10923.8,903,0,0,3216.18,568,7689.23,815,5059.6,604,"Sunday"
"737",2019-01-07,3035.37,397,6528.84,667,0,0,2865.13,679,4483.54,600,3953.9,522,"Monday"
"738",2019-01-08,2932.31,358,6134.17,603,0,0,2713.16,651,4302.93,601,4008.74,545,"Tuesday"
"739",2019-01-09,3684.71,452,7364.71,733,0,0,3011,688,5562.01,691,4311.9,585,"Wednesday"
"740",2019-01-10,3440.78,438,7866.09,806,0,0,3443.24,743,6018.92,742,4563.71,663,"Thursday"
"741",2019-01-11,6640.89,804,11799.23,1161,0,0,3595.02,762,7687.96,953,7186.89,955,"Friday"
"742",2019-01-12,12052.7,1423,15180.64,1322,0,0,4327.13,882,9927.06,1180,7129.53,870,"Saturday"
"743",2019-01-13,10256.56,1133,11668.32,973,0,0,2842.83,562,7826.69,894,5959.44,718,"Sunday"
"744",2019-01-14,3160.46,442,7420.26,740,0,0,3603.27,802,5081.6,646,4010.75,553,"Monday"
"745",2019-01-15,3638.39,460,8226.37,823,0,0,3415.15,733,5212.48,688,4550.97,619,"Tuesday"
"746",2019-01-16,4021.52,475,8382.79,806,0,0,3088.55,708,5414.76,677,4259.34,661,"Wednesday"
"747",2019-01-17,3778.44,463,8818.45,844,0,0,3665.76,745,6062.43,781,4436.08,651,"Thursday"
