"","Date","Vendite_1","Scontrini_1","Vendite_2","Scontrini_2","Vendite_3","Scontrini_3","Vendite_4","Scontrini_4","Vendite_5","Scontrini_5","Vendite_6","Scontrini_6","week_day"
"256",2017-09-13,5667,669,7918.24,837,0,0,3755.43,758,5383.37,720,0,0,"Wednesday"
"257",2017-09-14,5451.49,629,8095.52,820,0,0,3463.67,694,5256.02,720,0,0,"Thursday"
"258",2017-09-15,7648.94,865,11573.33,1171,0,0,4448.08,825,7287.47,893,0,0,"Friday"
"259",2017-09-16,12893.22,1480,12633.91,1276,0,0,3763.11,794,9088.62,1052,0,0,"Saturday"
"260",2017-09-17,9672.09,1048,10233.61,942,0,0,2853.77,606,6937.38,856,0,0,"Sunday"
"261",2017-09-18,4548.71,561,6705.01,705,0,0,3597.2,748,4307.58,629,0,0,"Monday"
"262",2017-09-19,4889.35,599,6496.39,730,0,0,3035.82,720,4738.09,689,0,0,"Tuesday"
"263",2017-09-20,5129.06,646,6914.33,742,0,0,3338.44,779,5108.04,714,0,0,"Wednesday"
"264",2017-09-21,5158.38,669,7216.19,789,0,0,3035.65,673,5374.78,707,4.54,9,"Thursday"
"265",2017-09-22,6373.88,718,9944.83,1056,0,0,3710.43,798,7925.88,919,4430.4,572,"Friday"
"266",2017-09-23,10580.86,1272,12386.35,1252,0,0,4035.4,851,8602.35,1036,8928.91,1098,"Saturday"
"267",2017-09-24,7858.44,829,9441.14,908,0,0,3161.74,582,6890.1,847,7441.47,897,"Sunday"
"268",2017-09-25,3252.04,442,7007.85,730,0,0,3088.18,732,4688.63,627,5158.66,745,"Monday"
"269",2017-09-26,3339.24,443,6075.87,646,0,0,2658.01,671,4579.1,686,5389.24,734,"Tuesday"
"270",2017-09-27,3508.8,449,5831.01,640,0,0,3149.58,716,4920.6,693,5741.39,768,"Wednesday"
"271",2017-09-28,3819.55,522,7114.35,749,0,0,2999.93,723,5373.64,741,5804.6,737,"Thursday"
"272",2017-09-29,5624.99,668,9859.03,1083,0,0,3570.48,788,6671.75,842,8097.95,1024,"Friday"
"273",2017-09-30,9320.77,1216,11790.04,1179,0,0,3543.88,709,8247.91,1026,7501.61,916,"Saturday"
"274",2017-10-01,7651.28,881,9388.87,877,0,0,2911.4,574,6487.56,759,5545.49,691,"Sunday"
"275",2017-10-02,3479.51,465,6753.69,704,0,0,2827.02,734,4338.53,652,3865.35,600,"Monday"
"276",2017-10-03,3286.2,423,5962.14,662,0,0,2803.64,664,4630.08,630,3654.98,545,"Tuesday"
"277",2017-10-04,3604.99,466,6018.7,642,0,0,2718.13,677,4711.88,666,3876.84,533,"Wednesday"
"278",2017-10-05,3511.44,461,7126.69,756,0,0,3159.03,690,4951.52,689,4720.63,655,"Thursday"
"279",2017-10-06,5382.52,730,10573.87,1147,0,0,3361.1,805,6270.24,839,6828.52,899,"Friday"
"280",2017-10-07,10004.25,1275,11555.43,1174,0,0,3626.09,792,8566.78,1059,6547.47,827,"Saturday"
"281",2017-10-08,6696.87,750,9429.95,845,0,0,2867.87,601,6628.14,770,5325.88,670,"Sunday"
"282",2017-10-09,3099.42,427,5484.64,631,0,0,3162.55,732,4023.49,588,3467.88,504,"Monday"
"283",2017-10-10,3212.95,437,5707.6,645,0,0,2871.93,672,4456.11,613,3932.08,590,"Tuesday"
"284",2017-10-11,3616.06,479,6672.73,713,0,0,2922.68,703,4156.4,598,3827.16,538,"Wednesday"
"285",2017-10-12,3284.83,452,6727.75,718,0,0,2972.48,689,4886.1,674,5443.85,772,"Thursday"
"286",2017-10-13,4814.46,684,10329.15,1095,0,0,3320.74,766,6781.37,898,6432.71,900,"Friday"
"287",2017-10-14,8865.78,1149,11022.03,1123,0,0,3875.02,796,8412.74,1050,7085.12,908,"Saturday"
"288",2017-10-15,6253.31,769,9227.37,803,0,0,2731.84,574,6523.46,761,5165.68,657,"Sunday"
"289",2017-10-16,3189.89,463,6057.87,648,0,0,2608.65,687,3837.32,583,3779.83,537,"Monday"
"290",2017-10-17,3296.22,466,5626.37,601,0,0,3299.92,755,4685.27,653,3694.42,527,"Tuesday"
"291",2017-10-18,3293.82,481,6036.01,651,0,0,2929.26,721,4952.73,671,3789.86,570,"Wednesday"
"292",2017-10-19,3626.06,523,6369.18,650,0,0,3134.93,736,5011.99,732,4514.99,661,"Thursday"
"293",2017-10-20,5358.43,698,9722.29,995,0,0,3445.32,775,7161.81,914,6064.55,816,"Friday"
"294",2017-10-21,10097.78,1303,11984.96,1131,0,0,4530.2,860,9054.32,1139,7301.13,1148,"Saturday"
"295",2017-10-22,7425.57,881,9491.23,869,0,0,2510.8,553,6946.66,802,5302.03,674,"Sunday"
"296",2017-10-23,3507.26,466,5872.81,638,0,0,3232.27,789,3909.21,567,3710.1,569,"Monday"
"297",2017-10-24,3404.6,463,5913.63,616,0,0,2847.74,722,4794.3,697,3869.95,602,"Tuesday"
"298",2017-10-25,3468.63,468,6189.61,650,0,0,2706.43,651,4189.58,629,3709.27,569,"Wednesday"
"299",2017-10-26,3783.32,465,7374.6,750,0,0,2840.72,689,5391.98,757,4192.78,622,"Thursday"
"300",2017-10-27,5548.83,720,10625.38,1112,0,0,3551.64,770,6458.93,849,6198.12,835,"Friday"
"301",2017-10-28,9361.59,1220,12739.27,1213,0,0,3948.51,798,8828.88,1075,6610.76,861,"Saturday"
"302",2017-10-29,6720.72,805,9418.01,830,0,0,3090.26,590,6539.46,758,5197.69,623,"Sunday"
"303",2017-10-30,3656.82,509,6573.23,700,0,0,3236.45,765,4785.32,665,4312.34,618,"Monday"
"304",2017-10-31,6620.27,816,9105.59,940,0,0,3725.13,820,7457.52,971,6215.76,847,"Tuesday"
"305",2017-11-01,7467.07,847,10371.6,913,0,0,2830.52,564,6608.3,757,4590.04,617,"Wednesday"
"306",2017-11-02,2974.63,414,6954.28,697,0,0,2696.7,630,4781.27,695,3295.71,527,"Thursday"
"307",2017-11-03,5173.13,687,9290.57,1001,0,0,3010.35,678,6167.04,819,5062.42,752,"Friday"
"308",2017-11-04,9647.82,1217,11374.07,1141,0,0,3681,787,7800.21,976,6587.44,830,"Saturday"
"309",2017-11-05,6804.14,808,8660.91,793,0,0,2332.18,498,6003.45,738,3856.44,496,"Sunday"
"310",2017-11-06,3243.06,454,5712.54,618,0,0,2921.67,771,3930.78,556,3270.2,510,"Monday"
"311",2017-11-07,3359.23,444,5415.81,583,0,0,2414.62,622,4012.14,631,3129.72,493,"Tuesday"
"312",2017-11-08,3933.08,485,6119.34,633,0,0,2811.11,684,4342.39,607,4013.86,545,"Wednesday"
"313",2017-11-09,3218.27,445,6632.11,696,0,0,2956.61,752,5270.34,793,4128.22,633,"Thursday"
"314",2017-11-10,5277.59,674,9902.57,1020,0,0,2991.76,718,7343.47,891,5544.04,793,"Friday"
"315",2017-11-11,10414.61,1303,11935.5,1139,0,0,3638.26,806,8494.79,1022,5918.69,733,"Saturday"
"316",2017-11-12,8153.6,863,9658.34,868,0,0,2705.03,553,6251.78,714,4602.01,607,"Sunday"
"317",2017-11-13,3138.99,411,6315.9,668,0,0,3075.25,743,3950.95,518,3589.17,481,"Monday"
"318",2017-11-14,3267.83,457,6602.72,712,0,0,2805.77,713,4769.13,634,3983.74,537,"Tuesday"
"319",2017-11-15,3749.49,491,7518.22,745,0,0,3138.36,761,5512.52,704,4865.49,655,"Wednesday"
"320",2017-11-16,3503.98,465,7505.22,791,0,0,3333.37,772,5161.25,711,4713.75,612,"Thursday"
"321",2017-11-17,6035.41,744,10423.85,1106,0,0,3182.98,739,6879.85,898,6842.49,915,"Friday"
"322",2017-11-18,10393.57,1309,13204.03,1278,0,0,4028.77,798,8722.83,988,6900.97,876,"Saturday"
"323",2017-11-19,8490.14,929,9757.02,888,0,0,2605.86,510,5976.07,727,4849.27,648,"Sunday"
"324",2017-11-20,3311.75,463,6310.25,670,0,0,3005.06,723,3930.96,561,3856.17,538,"Monday"
"325",2017-11-21,3351.43,460,6358.36,686,0,0,2954.91,735,4409.77,607,3993.48,554,"Tuesday"
"326",2017-11-22,3306.41,442,6629.06,694,0,0,2726.56,640,4332.04,596,4285,607,"Wednesday"
"327",2017-11-23,3867.79,492,7355.7,771,0,0,2830.32,657,5119.86,681,3902.5,492,"Thursday"
"328",2017-11-24,6354.08,799,9611.47,1054,0,0,4102.11,823,6695.81,913,6042.29,840,"Friday"
"329",2017-11-25,9753,1256,12319.47,1174,0,0,3698.36,798,7709.6,985,5280.53,685,"Saturday"
"330",2017-11-26,8695.67,1020,9379.8,880,0,0,3327.01,623,6367.29,786,5997.62,741,"Sunday"
"331",2017-11-27,3558.46,460,5777.4,630,0,0,3045.13,701,4081.29,568,3126.33,501,"Monday"
"332",2017-11-28,3064.9,391,5616.85,639,0,0,3092.17,725,3986.64,578,3477.48,525,"Tuesday"
"333",2017-11-29,3596.43,492,6709.53,721,0,0,2900.85,679,4233,568,4098.33,575,"Wednesday"
"334",2017-11-30,3307.81,431,7298.04,737,0,0,3218.99,686,4751.57,613,4226.01,623,"Thursday"
"335",2017-12-01,6258.88,853,11025.64,1264,0,0,3966.87,946,7867.14,1053,7461.27,1176,"Friday"
"336",2017-12-02,11544.73,1456,12596.78,1213,0,0,3824.43,847,8510.84,1014,6180.22,848,"Saturday"
"337",2017-12-03,8959.05,1048,10310.61,902,0,0,2692.7,562,6521.9,730,4847,670,"Sunday"
"338",2017-12-04,3638.28,498,6771.38,745,0,0,3148.46,766,4275.23,589,3867.46,608,"Monday"
"339",2017-12-05,3934.86,504,6484.03,698,0,0,3114.8,725,4781.4,677,3990.05,585,"Tuesday"
"340",2017-12-06,4223.46,570,8532.99,890,0,0,3507.54,767,4979.39,699,4367.46,601,"Wednesday"
"341",2017-12-07,5899.82,804,9353.03,999,0,0,3485.82,843,6543.62,959,6168.27,919,"Thursday"
"342",2017-12-08,9427.54,1160,10815.57,1031,0,0,2817.25,618,7465.44,891,5037.69,709,"Friday"
"343",2017-12-09,9913.23,1244,12465.74,1214,0,0,3394.19,743,7142.79,937,6309.36,843,"Saturday"
"344",2017-12-10,6357.65,700,7788.05,666,0,0,2276.72,477,4878.32,547,3665.81,460,"Sunday"
"345",2017-12-11,3719.99,459,5940.16,634,0,0,2703.48,632,3145.25,442,4127.35,564,"Monday"
"346",2017-12-12,3678.11,475,6263.5,652,0,0,2820.17,667,4897.38,674,4318.59,578,"Tuesday"
"347",2017-12-13,5299.31,738,7058.93,783,0,0,3198.29,741,5304.21,747,5032.26,855,"Wednesday"
"348",2017-12-14,4948.32,638,7550.72,771,0,0,2977.34,694,5684.59,720,4652.68,674,"Thursday"
"349",2017-12-15,6815.21,793,10652.66,1084,0,0,3370.26,784,7128.79,905,6383.94,913,"Friday"
"350",2017-12-16,11596.67,1429,12920.34,1264,0,0,4405,857,8796.44,1028,6777.67,852,"Saturday"
"351",2017-12-17,10242.55,1089,11349.21,966,0,0,3230.61,611,7127.26,818,5160.52,620,"Sunday"
"352",2017-12-18,4957.95,645,7052.35,792,0,0,3193.33,740,5027.9,701,4187.77,651,"Monday"
"353",2017-12-19,5304.15,680,8438.15,850,0,0,3732.04,802,5808.81,765,5606.95,807,"Tuesday"
"354",2017-12-20,5756.6,699,7702.9,768,0,0,3451.33,742,5934.94,739,4753.47,650,"Wednesday"
"355",2017-12-21,6304.38,811,8644.6,925,0,0,3601.77,794,7209.67,952,5632.7,825,"Thursday"
"356",2017-12-22,7907.97,968,11092.47,1089,0,0,4441.57,858,7827.09,962,6948.89,937,"Friday"
"357",2017-12-23,11750.03,1391,12606.16,1164,0,0,4718.82,840,9238.57,1047,6137.86,772,"Saturday"
"358",2017-12-24,4513.28,550,3240.32,266,0,0,2980.59,555,2667.43,314,1241.1,152,"Sunday"
"359",2017-12-25,2332.21,294,5099.73,520,0,0,0,0,2214.01,260,1187.39,153,"Monday"
"360",2017-12-26,5999.09,746,9294.06,862,0,0,0,0,5227.76,664,3608.44,439,"Tuesday"
"361",2017-12-27,6126.17,768,7850.06,776,0,0,3120.45,601,4608.3,607,3319.81,417,"Wednesday"
"362",2017-12-28,7294.45,851,8940.95,874,0,0,3448.55,667,6125.54,764,4081.52,512,"Thursday"
"363",2017-12-29,6796.46,741,9809.4,974,0,0,3306.01,659,6953.19,883,4054.98,546,"Friday"
"364",2017-12-30,9452.56,1150,11039.66,1003,0,0,4050.75,753,6644.62,805,5394.3,648,"Saturday"
"365",2017-12-31,3201.77,356,2829.45,226,0,0,2164.3,440,1936.58,253,1212.31,147,"Sunday"
"366",2018-01-01,7066.7,746,11810.11,1010,0,0,0,0,6613.39,640,4954.5,569,"Monday"
"367",2018-01-02,5810.33,716,8321.91,800,0,0,3260.1,647,5114.86,653,3727.63,516,"Tuesday"
"368",2018-01-03,5884.99,721,7757.89,783,0,0,2706.61,616,5275.65,677,3785.94,497,"Wednesday"
"369",2018-01-04,6472.63,725,8687.78,814,0,0,2554.5,552,6118.53,739,4216.88,529,"Thursday"
"370",2018-01-05,7648.11,878,11041.07,1067,0,0,2895.44,612,7006.35,825,5231.98,677,"Friday"
"371",2018-01-06,11340.1,1302,12899.37,1162,0,0,2894.71,586,7693.4,907,4656.86,582,"Saturday"
"372",2018-01-07,8494.54,890,10769.31,927,0,0,2469.75,524,7458.06,731,5485.86,580,"Sunday"
"373",2018-01-08,3467.94,446,6499.42,672,0,0,2680.04,626,4157.7,518,3122.16,430,"Monday"
"374",2018-01-09,3887.98,494,6583.85,707,0,0,2765.7,623,4462.97,588,4277.33,517,"Tuesday"
"375",2018-01-10,4008.03,520,7274.56,700,0,0,2746.45,648,4772.19,620,4108.57,585,"Wednesday"
"376",2018-01-11,4129.93,490,7173.31,716,0,0,2562.93,588,5250.48,665,4638.22,632,"Thursday"
"377",2018-01-12,6342.45,735,12082.39,1225,0,0,3257.31,711,7697.01,923,7166.6,924,"Friday"
"378",2018-01-13,12433.69,1417,14752.73,1358,0,0,4173.5,769,10011.15,1084,7288.65,856,"Saturday"
"379",2018-01-14,8612.8,922,11154.75,952,0,0,2975.06,557,6799.87,754,4662.33,531,"Sunday"
"380",2018-01-15,3644.1,485,6850.76,755,0,0,3138.36,686,4567.89,619,4112.8,508,"Monday"
"381",2018-01-16,4192.05,498,7202.74,722,0,0,3007.66,692,4924.94,639,3996.11,558,"Tuesday"
"382",2018-01-17,4004.56,506,8656.5,865,0,0,3243.98,706,5178.47,655,4635.03,635,"Wednesday"
"383",2018-01-18,4410.01,549,8068.41,801,0,0,3065.98,686,5135.04,650,4329.15,613,"Thursday"
"384",2018-01-19,4893.18,609,10681.96,1102,0,0,3670.24,800,7118.07,900,7612.37,1007,"Friday"
"385",2018-01-20,10613.1,1294,14556.59,1419,0,0,4435.82,807,9946.35,1120,6591.52,814,"Saturday"
"386",2018-01-21,7910.86,889,10831.48,932,0,0,3039.77,561,7133.24,785,4896.67,600,"Sunday"
"387",2018-01-22,3678.53,461,6652.36,705,0,0,3289.15,777,4732.49,639,4148.21,563,"Monday"
"388",2018-01-23,3663.95,431,7037.93,703,0,0,3000.37,691,5171.74,688,3829.89,544,"Tuesday"
"389",2018-01-24,3884.85,497,8048.29,832,0,0,3339.94,724,5147.16,656,4259.88,609,"Wednesday"
"390",2018-01-25,4427.61,570,8555.12,877,0,0,3209.48,693,6521.59,808,5757.86,828,"Thursday"
"391",2018-01-26,5549.85,644,11395.18,1200,0,0,3263.57,716,7538.33,929,6819.95,915,"Friday"
"392",2018-01-27,10495.95,1319,14665.72,1386,0,0,4085.92,813,9462.83,1085,6306.36,770,"Saturday"
"393",2018-01-28,8330.39,874,10588.14,885,0,0,2892.53,543,6502.01,743,4605.31,514,"Sunday"
"394",2018-01-29,2981.7,369,6335.78,647,0,0,3398.42,694,4156.76,581,3429.7,480,"Monday"
"395",2018-01-30,3408.43,405,6388.99,697,0,0,2586.57,636,4794.47,685,4363.81,591,"Tuesday"
"396",2018-01-31,3647.67,442,6592.43,680,0,0,2806.37,677,4807.55,667,4134.37,567,"Wednesday"
"397",2018-02-01,3561.89,427,7427.7,803,0,0,3052.66,720,5929.74,763,4482.7,613,"Thursday"
"398",2018-02-02,5590.96,715,10724.48,1088,0,0,3265.27,757,6826.85,886,7751.07,959,"Friday"
"399",2018-02-03,9567.06,1205,13089.05,1270,0,0,4417.36,897,9994.02,1170,6598.29,852,"Saturday"
"400",2018-02-04,7576.05,831,10726.9,949,0,0,2730.04,589,7139.73,830,5365.04,608,"Sunday"
"401",2018-02-05,2957.25,363,6926.55,716,0,0,3171.16,708,4045.06,589,3563.65,484,"Monday"
"402",2018-02-06,2882.22,379,7470.31,733,0,0,2909.65,694,4250.17,593,3857.58,531,"Tuesday"
"403",2018-02-07,3542.97,449,6807.24,742,0,0,2767.02,667,4943.47,638,4650.45,620,"Wednesday"
"404",2018-02-08,4053.37,519,8007.58,807,0,0,2868.81,690,5837.41,729,5570.57,738,"Thursday"
"405",2018-02-09,5352.62,680,10906.91,1148,0,0,3285.81,756,7562.6,954,7011.67,861,"Friday"
"406",2018-02-10,10681.09,1305,13955.44,1319,0,0,3875.23,782,9086.1,1108,7095.59,853,"Saturday"
"407",2018-02-11,8536.33,948,11140.07,972,0,0,3217.23,617,6982.11,840,6662.74,785,"Sunday"
"408",2018-02-12,5627.28,705,7050.22,726,0,0,3079.51,759,5415.05,756,3665.18,512,"Monday"
"409",2018-02-13,5365.25,632,6942.81,743,0,0,2673.49,674,4811.39,698,3874.61,518,"Tuesday"
"410",2018-02-14,4162.48,546,7963.88,802,0,0,3534.6,773,6104.03,748,4954.75,632,"Wednesday"
"411",2018-02-15,3814.76,502,7930.15,813,0,0,3096.84,693,5456.57,706,4131.6,569,"Thursday"
"412",2018-02-16,5425.5,678,10640.83,1114,0,0,3712.38,804,7544.66,904,6351.82,894,"Friday"
"413",2018-02-17,10573.13,1295,14520.13,1420,0,0,3718.33,854,8413.05,1007,6176.8,767,"Saturday"
"414",2018-02-18,8589.23,908,10561.15,962,0,0,2866.43,584,7429.24,874,5375,646,"Sunday"
"415",2018-02-19,3132.06,415,6827.58,706,0,0,3255.27,765,4311.07,632,3930.88,596,"Monday"
"416",2018-02-20,3849.66,487,6753.71,699,0,0,3256.23,725,4610.12,632,4115.43,542,"Tuesday"
"417",2018-02-21,3951.56,493,6870.66,732,0,0,3065.92,719,5786.72,749,4383.54,640,"Wednesday"
"418",2018-02-22,3457.84,455,7174.27,743,0,0,3133.22,725,5685.22,753,4261.25,595,"Thursday"
"419",2018-02-23,4884.72,644,10450.8,1126,0,0,3034.2,747,7014.83,910,6031.91,787,"Friday"
"420",2018-02-24,10912.22,1314,13290.3,1346,0,0,3829.25,800,8990.61,1132,6514.28,833,"Saturday"
"421",2018-02-25,5508.98,595,8862.68,824,0,0,2691.88,541,6362.59,752,4081.97,483,"Sunday"
"422",2018-02-26,0,0,6806.7,690,0,0,3077.52,802,4671.65,677,4707.7,718,"Monday"
"423",2018-02-27,0,0,6667.65,702,0,0,2886.86,755,4742.4,737,5161.67,779,"Tuesday"
"424",2018-02-28,0,0,7967.52,781,0,0,3267.2,839,5581.18,805,5982.83,830,"Wednesday"
"425",2018-03-01,0,0,5024.43,504,0,0,2694.45,692,4028.68,567,4578.04,688,"Thursday"
"426",2018-03-02,0,0,9287.99,984,0,0,3133.97,820,5457.81,754,6559.28,940,"Friday"
"427",2018-03-03,4300.57,576,9744.98,961,0,0,3146.31,791,6321.7,851,5610.89,766,"Saturday"
"428",2018-03-04,8826.69,1032,9708.74,953,0,0,2810.35,642,7368.4,896,5573.9,762,"Sunday"
"429",2018-03-05,4096.38,530,7424.16,766,0,0,3564.49,818,4841.46,699,4409.39,666,"Monday"
"430",2018-03-06,4034.1,532,6811.13,743,0,0,2751.55,755,4832.34,676,4776.47,688,"Tuesday"
"431",2018-03-07,3290.86,463,6415.9,701,0,0,3037.99,753,4917.62,683,4221.44,589,"Wednesday"
"432",2018-03-08,4371.61,596,8874.56,924,0,0,2745.13,671,6327.57,815,5990.26,832,"Thursday"
"433",2018-03-09,4957.72,684,10614.15,1151,0,0,3151.34,783,6854.54,947,7044.58,928,"Friday"
"434",2018-03-10,10674.51,1307,13355.34,1394,0,0,3868.18,844,8201.2,1093,6610.35,812,"Saturday"
"435",2018-03-11,8185.09,952,9931.41,905,0,0,2594.57,529,6237.63,772,5225.3,626,"Sunday"
"436",2018-03-12,3227.26,466,6779.96,757,0,0,3044.48,757,4239.99,625,4173.68,594,"Monday"
"437",2018-03-13,3461.14,495,6436.48,700,0,0,2805.49,732,4290.29,636,4519.44,675,"Tuesday"
"438",2018-03-14,3944.55,565,7258.95,804,0,0,2901.77,723,5159.56,742,4489.56,594,"Wednesday"
"439",2018-03-15,3929.03,535,6881.51,735,0,0,2890.44,763,5248.45,735,4941.19,685,"Thursday"
"440",2018-03-16,5893.14,772,11083.05,1203,0,0,3335.57,781,7596.44,954,7620.56,1060,"Friday"
"441",2018-03-17,11184.22,1400,12696.6,1337,0,0,4134.1,825,8823.87,1098,6867.98,887,"Saturday"
"442",2018-03-18,8012.16,911,10172.84,958,0,0,2708.07,573,6708.87,733,4940.52,622,"Sunday"
"443",2018-03-19,3634.73,486,7241.5,741,0,0,3149.03,751,4684.19,644,3516.2,550,"Monday"
"444",2018-03-20,3705.34,511,6803.31,695,0,0,3457.59,806,4626.25,635,4537.21,687,"Tuesday"
"445",2018-03-21,3334.09,507,7148.63,783,0,0,3267.37,751,5180.42,698,3514.75,527,"Wednesday"
"446",2018-03-22,4407.69,604,8153.44,915,0,0,3280.43,748,5653.99,805,5297.6,847,"Thursday"
"447",2018-03-23,5614.42,739,10316.36,1128,0,0,3502.84,861,6530.99,899,6967.79,983,"Friday"
"448",2018-03-24,11073.64,1431,13297.46,1320,0,0,4109.43,858,7939.79,1041,6476.64,880,"Saturday"
"449",2018-03-25,7957.11,962,10818.29,1023,0,0,2867.2,618,8081.59,903,4974.39,645,"Sunday"
"450",2018-03-26,3648.38,524,6844.75,753,0,0,2658.93,750,4458.71,648,3241.11,499,"Monday"
"451",2018-03-27,3927.53,557,6763.38,717,0,0,2863.61,721,4894.58,686,5006.32,744,"Tuesday"
"452",2018-03-28,4954.21,647,7573.18,837,0,0,3851.62,879,5817.63,782,5396.11,793,"Wednesday"
"453",2018-03-29,6326.17,829,9836.3,1029,0,0,2866.57,676,6796.57,935,4399.24,645,"Thursday"
"454",2018-03-30,6101.12,853,9718.48,1085,0,0,3268.4,714,6768.76,903,5814.79,809,"Friday"
"455",2018-03-31,9493.24,1248,10977.74,1131,0,0,3245.26,764,7675.39,988,5499.66,716,"Saturday"
"456",2018-04-01,2361.32,295,5943.49,599,0,0,0,0,3504.49,415,2216.18,285,"Sunday"
"457",2018-04-02,6482.14,728,9801.31,930,0,0,0,0,6662.51,778,4372.96,566,"Monday"
"458",2018-04-03,4820.89,588,7648.11,767,0,0,3374.38,721,5374.32,719,3528.48,494,"Tuesday"
"459",2018-04-04,3123.61,441,6185.77,705,0,0,2657.02,670,4572.72,650,4060.03,595,"Wednesday"
"460",2018-04-05,3560.91,481,7258.67,803,0,0,2768.82,690,5009.13,715,4533.55,656,"Thursday"
"461",2018-04-06,5836.42,799,9746.55,1106,0,0,3547.51,769,7159.13,918,7411.04,985,"Friday"
"462",2018-04-07,10313.66,1331,13744.43,1381,0,0,3445.37,822,8508.52,1133,6094.89,799,"Saturday"
"463",2018-04-08,6913.3,817,9310.51,920,0,0,2485,547,5611.14,685,4372.99,583,"Sunday"
"464",2018-04-09,3715.29,520,7035.29,745,0,0,2871.51,668,0,0,3755.68,555,"Monday"
"465",2018-04-10,4226.04,538,6951.64,740,0,0,2941.05,692,0,0,4190.75,630,"Tuesday"
"466",2018-04-11,3889.28,530,7622.8,776,0,0,3093.36,642,0,0,4165.11,588,"Wednesday"
"467",2018-04-12,4791.07,581,8269.89,819,0,0,3149.08,705,0,0,4842.62,698,"Thursday"
"468",2018-04-13,7096.32,932,11683.26,1239,0,0,3836.03,799,0,0,7158.18,951,"Friday"
"469",2018-04-14,11079.58,1346,14311.58,1339,0,0,4320.07,857,7636.44,915,6678.18,879,"Saturday"
"470",2018-04-15,9628.16,1070,11362.06,1058,0,0,2995.07,604,7587.44,875,5728.15,715,"Sunday"
"471",2018-04-16,3685.08,499,7125.15,733,0,0,2800.65,695,5446.98,738,4692.54,654,"Monday"
"472",2018-04-17,3732.45,517,7471.63,788,0,0,3002.63,726,5943.18,742,4959.88,695,"Tuesday"
"473",2018-04-18,3623.64,497,7500.8,766,0,0,3229.33,782,5734.79,744,4806.85,665,"Wednesday"
"474",2018-04-19,4652.02,636,8968.11,914,0,0,3510.86,808,6272.44,845,5283.81,769,"Thursday"
"475",2018-04-20,6041.11,753,11438.07,1212,0,0,3764.25,850,7577.24,963,6665.91,909,"Friday"
"476",2018-04-21,9100.11,1147,12886.42,1226,0,0,3872.61,846,9177.88,1110,6119.87,827,"Saturday"
"477",2018-04-22,8106.52,936,9739.62,878,0,0,3397.93,688,7483.74,861,5712.81,686,"Sunday"
"478",2018-04-23,3460.24,463,7039.57,739,0,0,2959,728,4526.34,626,4051.13,616,"Monday"
"479",2018-04-24,4677.64,627,7902.79,842,0,0,3481.13,799,5997.34,803,5144.09,684,"Tuesday"
"480",2018-04-25,7479.79,870,10079.86,982,0,0,2812.83,605,6248.85,771,4472.53,552,"Wednesday"
"481",2018-04-26,3772.51,518,6657.44,706,0,0,2883.49,681,4527.82,663,4040.75,596,"Thursday"
"482",2018-04-27,6238.08,805,9994.86,1045,0,0,3686.89,817,7209.81,877,6288.76,910,"Friday"
"483",2018-04-28,10309.5,1228,12030.84,1152,0,0,3807.41,776,8421.17,1017,5726.35,751,"Saturday"
"484",2018-04-29,9116.35,1009,10057.98,936,0,0,3114.8,636,7454.39,924,4748.85,586,"Sunday"
"485",2018-04-30,7138.98,824,9814.63,949,0,0,3188.72,738,6601.81,823,4903.67,664,"Monday"
"486",2018-05-01,7336,810,11512.06,1016,0,0,3227.18,640,6520.94,799,4905.74,585,"Tuesday"
"487",2018-05-02,3847.32,487,6220.85,671,0,0,3021.1,707,4673.36,653,3783.44,577,"Wednesday"
"488",2018-05-03,3802.41,485,7457.25,784,0,0,2678.89,696,4795.29,702,4165.2,618,"Thursday"
"489",2018-05-04,4853.32,617,9765.72,1043,0,0,3531.53,778,7387.54,975,6705.03,933,"Friday"
"490",2018-05-05,10052.19,1215,13169.1,1344,0,0,3663.79,819,9361.05,1156,6456.78,874,"Saturday"
"491",2018-05-06,6710.58,780,9193.95,853,0,0,2880.95,594,5904.49,743,5240.57,640,"Sunday"
"492",2018-05-07,3388.67,458,6247.1,683,0,0,3083.08,721,4976.93,673,5615.06,745,"Monday"
"493",2018-05-08,3588.28,460,6899.01,721,0,0,2698.28,658,4664.56,614,4515.66,641,"Tuesday"
"494",2018-05-09,3854.49,492,7543.77,809,0,0,2828.02,680,4827.71,678,4469.81,617,"Wednesday"
"495",2018-05-10,3976.58,499,7556.44,795,0,0,3361.83,739,5560.7,761,5355.51,713,"Thursday"
"496",2018-05-11,5699.67,685,11621.37,1179,0,0,3578.55,813,6772.5,905,5470.2,800,"Friday"
"497",2018-05-12,7687.61,937,12792.69,1311,0,0,4252.78,881,9447.74,1098,5764.24,744,"Saturday"
"498",2018-05-13,7416.3,847,10156.81,913,0,0,3035.86,623,6848.28,817,4933.21,646,"Sunday"
"499",2018-05-14,3400.9,444,6849.93,713,0,0,3081.96,731,5141.24,701,0,0,"Monday"
"500",2018-05-15,4203.03,507,7373.8,736,0,0,0,0,4777.2,636,8539.28,1219,"Tuesday"
"501",2018-05-16,3830.85,541,8893.71,917,0,0,6746.36,1523,0,0,4216.71,608,"Wednesday"
"502",2018-05-17,3648.37,433,7610.51,781,0,0,3345.4,714,10963.98,1400,4261.76,632,"Thursday"
